"Geneid","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","ensgene","symbol"
"ENSG00000000003.15",794.385208481462,0.178326759558,0.117035655017437,1.52369600128638,0.127584668827291,0.361675386863302,"ENSG00000000003","TSPAN6"
"ENSG00000000457.14",909.754488266288,0.0171482988276416,0.0782089615520345,0.219262581772453,0.82644550809879,0.927865670935941,"ENSG00000000457","SCYL3"
"ENSG00000000460.17",1227.03267728011,-0.455604997592771,0.115707518996782,-3.93755739940669,8.23152454699114e-05,0.00147370399402225,"ENSG00000000460","C1orf112"
"ENSG00000001036.14",2381.63473348495,0.0424215407739741,0.0661459865840387,0.641332043934025,0.521306974236316,0.763283545028731,"ENSG00000001036","FUCA2"
"ENSG00000001084.13",3060.31023563205,0.00515521730215741,0.0483327184474463,0.106661025238273,0.915057903515591,0.963436994233392,"ENSG00000001084","GCLC"
"ENSG00000001167.15",290.427404258856,-0.202326416220613,0.168616004351416,-1.19992415310079,0.230168798604233,0.504358438134816,"ENSG00000001167","NFYA"
"ENSG00000001461.17",779.832254965375,0.205821670994865,0.108612335984883,1.89501191672659,0.0580908229293437,0.220597020217522,"ENSG00000001461","NIPAL3"
"ENSG00000001497.18",2091.7518406289,0.0746037102257501,0.101384351023822,0.735850350397973,0.461821775425341,0.724430648049096,"ENSG00000001497","LAS1L"
"ENSG00000001561.7",301.342597781088,-0.0948915051289997,0.136275582026081,-0.696320674020964,0.486228028795099,0.741659554213362,"ENSG00000001561","ENPP4"
"ENSG00000001617.12",363.944120916547,0.0757436140108591,0.167141576292682,0.453170394170653,0.650426049176028,0.839774735295416,"ENSG00000001617","SEMA3F"
"ENSG00000001629.10",6794.35486529681,0.012817222173134,0.0452273787112598,0.283395203046403,0.776873905149292,0.904437733400974,"ENSG00000001629","ANKIB1"
"ENSG00000001630.18",10466.7819966016,-0.066242730506329,0.0510895862660763,-1.29659947061099,0.194769034714303,0.460980606549589,"ENSG00000001630","CYP51A1"
"ENSG00000001631.17",1771.17084403469,-0.0641485550391929,0.160849023757647,-0.398812212474764,0.690031577791603,0.86199615777739,"ENSG00000001631","KRIT1"
"ENSG00000002016.18",537.380894100654,0.0920820477866611,0.207818481302307,0.443088830260058,0.657701484056816,0.843178806338947,"ENSG00000002016","RAD52"
"ENSG00000002549.13",2037.37809524897,0.0318526724506375,0.103979300625719,0.306336667576687,0.759348323604057,0.896044390661301,"ENSG00000002549","LAP3"
"ENSG00000002586.20",6454.1152774651,-0.193153521174684,0.0449819995918193,-4.29401811674492,1.75468146808258e-05,0.000409960872847878,"ENSG00000002586","CD99"
"ENSG00000002822.16",735.699276946122,-0.13003125469534,0.130964247203098,-0.992875975484283,0.320770398937753,0.607697699342376,"ENSG00000002822","MAD1L1"
"ENSG00000002834.18",5496.03841805344,0.257924437463315,0.0460498103730305,5.60098804694255,2.13133435275256e-08,1.10953541742322e-06,"ENSG00000002834","LASP1"
"ENSG00000003056.8",5198.58409162185,-0.107329210039851,0.0525778946193089,-2.04133715921814,0.041217325960221,0.176259545949372,"ENSG00000003056","M6PR"
"ENSG00000003096.14",8790.75805328594,-0.155345030954137,0.0418400223574568,-3.71283336387729,0.000204951836707676,0.00322273240007789,"ENSG00000003096","KLHL13"
"ENSG00000003147.19",10696.9047963439,0.430298432970048,0.0716889039193201,6.00230174329787,1.94539732417552e-09,1.25677354846134e-07,"ENSG00000003147","ICA1"
"ENSG00000003249.15",1758.5272224366,0.11322036676815,0.0608871111845356,1.8595128684132,0.0629544769513232,0.232001309562196,"ENSG00000003249","DBNDD1"
"ENSG00000003393.16",2520.95359731002,0.084620943057438,0.0560343701809534,1.51016140244227,0.131002244796658,0.366196510298419,"ENSG00000003393","ALS2"
"ENSG00000003402.21",1629.24568155667,0.120262101012728,0.0689298682838531,1.74470231855788,0.0810366995164056,0.276060217793499,"ENSG00000003402","CFLAR"
"ENSG00000003436.16",413.537071070175,-0.0681466867425367,0.191439639195931,-0.355969573640866,0.721863351387339,0.878192011375816,"ENSG00000003436","TFPI"
"ENSG00000003509.16",1578.88490508656,-0.0661186359598841,0.0618252466825617,-1.06944394899654,0.284869672777427,0.568255649342472,"ENSG00000003509","NDUFAF7"
"ENSG00000003756.17",5481.10266863167,0.221034712866688,0.138874775627623,1.59161166502524,0.111471987407465,0.333704178347508,"ENSG00000003756","RBM5"
"ENSG00000003987.14",1360.8411666458,0.0529807091742744,0.0796645645525832,0.665047370456711,0.50602019515231,0.754368192842192,"ENSG00000003987","MTMR7"
"ENSG00000003989.18",11714.1076295788,-0.223531091597181,0.0433511889422901,-5.15628514582955,2.51897211625804e-07,9.89503918489054e-06,"ENSG00000003989","SLC7A2"
"ENSG00000004059.11",2625.80045336615,0.0726964255448394,0.048375786631542,1.50274405041798,0.13290505866179,0.369337613135276,"ENSG00000004059","ARF5"
"ENSG00000004139.14",3951.5945348818,0.0644665718235084,0.0539542970836435,1.1948366545035,0.232150856159449,0.506528134578623,"ENSG00000004139","SARM1"
"ENSG00000004142.12",2061.592802202,0.0242241744962856,0.0560668431035117,0.432058827559855,0.665698657814381,0.848091948192328,"ENSG00000004142","POLDIP2"
"ENSG00000004399.13",599.796878091882,0.163325109108681,0.0960636867258112,1.70017531780609,0.0890979534751753,0.29264516173592,"ENSG00000004399","PLXND1"
"ENSG00000004455.18",11122.8702467275,-0.0128288459794102,0.0377564326561436,-0.339779080726334,0.734022902807534,0.884829149188341,"ENSG00000004455","AK2"
"ENSG00000004478.8",11045.0231763649,-0.0327201558788999,0.0630758682884173,-0.518742853119128,0.603940073873532,0.815950105199164,"ENSG00000004478","FKBP4"
"ENSG00000004487.18",13550.3790354485,-0.0165588910322503,0.0378300714844165,-0.437717677564301,0.661590953294659,0.846107313971572,"ENSG00000004487","KDM1A"
"ENSG00000004534.15",4637.92969704614,0.0411854649469774,0.117330846109354,0.351019926239959,0.725573399433213,0.879603785064115,"ENSG00000004534","RBM6"
"ENSG00000004660.15",892.942481205851,0.152113850079332,0.119427167761228,1.27369553285777,0.20277134022367,0.469963227265754,"ENSG00000004660","CAMKK1"
"ENSG00000004700.16",3407.02892808861,-0.323437083497096,0.0646867206095154,-5.00005380469881,5.73143180284985e-07,2.03522763754178e-05,"ENSG00000004700","RECQL"
"ENSG00000004766.17",1682.59853714558,-0.202574822648198,0.10781495173419,-1.87891214891633,0.0602564897087963,0.226340660527035,"ENSG00000004766","VPS50"
"ENSG00000004777.19",391.488777849293,-0.282522899849757,0.18637191646608,-1.51590918421004,0.129542317666644,0.364144643422568,"ENSG00000004777","ARHGAP33"
"ENSG00000004779.10",2747.31998578548,-0.0344471130932389,0.0699423327910826,-0.492507351679737,0.622360726095446,0.825912192383066,"ENSG00000004779","NDUFAB1"
"ENSG00000004848.8",653.709173940878,0.272050894427964,0.124554546763313,2.18419079429459,0.0289482310985449,0.140217177190965,"ENSG00000004848","ARX"
"ENSG00000004864.14",6110.87311797919,-0.0663993323998049,0.0587620089187205,-1.1299704285408,0.25848868524662,0.53906608527703,"ENSG00000004864","SLC25A13"
"ENSG00000004866.22",2701.346899717,0.0338007638908902,0.0666242897052997,0.507333947429708,0.611920523089204,0.819664712666578,"ENSG00000004866","ST7"
"ENSG00000004866.22",2701.346899717,0.0338007638908902,0.0666242897052997,0.507333947429708,0.611920523089204,0.819664712666578,"ENSG00000004866","ST7"
"ENSG00000004897.12",8735.43797322748,-0.186923340196833,0.0553530797988837,-3.37692755084248,0.000733003542861583,0.00893551795337501,"ENSG00000004897","CDC27"
"ENSG00000004961.15",1219.61112320217,0.00132381214765868,0.0700611176657002,0.0188951046138788,0.984924784797232,0.993990787061884,"ENSG00000004961","HCCS"
"ENSG00000004975.12",1463.23059613966,-0.0395027584969129,0.0683944340112922,-0.577572708480793,0.56355263698038,0.789798546651542,"ENSG00000004975","DVL2"
