"Geneid","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","ensgene","symbol"
"ENSG00000000003.15",846.968350875086,0.188223881410371,0.11611320975726,1.6210376218508,0.105009570398995,0.264893676528353,"ENSG00000000003","TSPAN6"
"ENSG00000000457.14",949.25384329386,-0.0056565375473348,0.0807400656797127,-0.0700586195925786,0.944147002517159,0.973915359416671,"ENSG00000000457","SCYL3"
"ENSG00000000460.17",1259.15822048281,-0.443268387651745,0.113787657156986,-3.89557530866633,9.79659162326257e-05,0.00104500223369017,"ENSG00000000460","C1orf112"
"ENSG00000001036.14",2442.19579397534,-0.0535633651547364,0.0607533254027389,-0.881653223089606,0.377964363974119,0.598918662025488,"ENSG00000001036","FUCA2"
"ENSG00000001084.13",3216.8366167815,-0.0346733965223301,0.0566888111837059,-0.611644446202397,0.540773024787745,0.739126156163894,"ENSG00000001084","GCLC"
"ENSG00000001167.15",305.275730519095,-0.210425316032195,0.178424748214823,-1.179350500071,0.238258637072083,0.452362603400659,"ENSG00000001167","NFYA"
"ENSG00000001461.17",830.467108462192,0.24123682149898,0.0962851347513798,2.50544200952601,0.012229845133734,0.0534141099430605,"ENSG00000001461","NIPAL3"
"ENSG00000001497.18",2222.03414597545,0.0979704600966746,0.0991141423169167,0.988460958310217,0.322926945979066,0.547272434823334,"ENSG00000001497","LAS1L"
"ENSG00000001561.7",318.381200292222,-0.0661948501009579,0.147551787968258,-0.448621131688341,0.653704987190385,0.81758837034266,"ENSG00000001561","ENPP4"
"ENSG00000001617.12",386.081283130388,0.0269251471313633,0.148222034734136,0.181654145955145,0.855854153368901,0.934710795151692,"ENSG00000001617","SEMA3F"
"ENSG00000001629.10",7141.02175302107,0.00484460984461602,0.0544141879336652,0.0890321077753094,0.929056393119997,0.966993613440416,"ENSG00000001629","ANKIB1"
"ENSG00000001630.18",11134.6240309622,-0.0312523541560231,0.0589223202080394,-0.530399245068409,0.595835149325363,0.778776259609067,"ENSG00000001630","CYP51A1"
"ENSG00000001631.17",1814.7284156702,-0.195447739716982,0.0767171295492483,-2.54764145719914,0.0108453873213515,0.0486342880674564,"ENSG00000001631","KRIT1"
"ENSG00000002016.18",556.775585905869,0.298847624697782,0.18518381926848,1.6137890765959,0.106573184711257,0.267579982483971,"ENSG00000002016","RAD52"
"ENSG00000002549.13",2178.28592456528,0.0877778717172517,0.09286512404758,0.945218914177923,0.344547125104686,0.568470971632593,"ENSG00000002549","LAP3"
"ENSG00000002586.20",6811.16071764083,-0.190302592005579,0.0501211930087127,-3.79684880949458,0.000146547105969695,0.00146152137003792,"ENSG00000002586","CD99"
"ENSG00000002822.16",798.904644349921,-0.0429061405087569,0.111791207445537,-0.383806038857396,0.701122211880612,0.845744430720643,"ENSG00000002822","MAD1L1"
"ENSG00000002834.18",5946.5384748783,0.315537383421309,0.0513562888360851,6.14408460137015,8.04259702435426e-10,3.09337307055002e-08,"ENSG00000002834","LASP1"
"ENSG00000003056.8",5461.47065921941,-0.103440332953883,0.0499222407778514,-2.07202904641603,0.0382627324605666,0.126649408400475,"ENSG00000003056","M6PR"
"ENSG00000003096.14",9160.00501141645,-0.183727285451307,0.0587488367775447,-3.12733486361609,0.00176398885315351,0.0115483165086599,"ENSG00000003096","KLHL13"
"ENSG00000003147.19",11914.2481647112,0.521839203758321,0.0751390035491578,6.94498435046348,3.78502280697298e-12,2.09366390420758e-10,"ENSG00000003147","ICA1"
"ENSG00000003249.15",1932.05943524066,0.19814783654734,0.0663056421180267,2.98840083917185,0.00280441486185389,0.0168349380614159,"ENSG00000003249","DBNDD1"
"ENSG00000003393.16",2713.87844283783,0.105555149217505,0.0537991215655344,1.96202365663024,0.0497597301089073,0.15446099618128,"ENSG00000003393","ALS2"
"ENSG00000003402.21",1714.99976741128,0.142099168513754,0.0731732833794362,1.94195424820431,0.0521426392293792,0.160143864215932,"ENSG00000003402","CFLAR"
"ENSG00000003436.16",416.721167390935,-0.266541906237134,0.175135019381197,-1.52192238410629,0.128028529736749,0.30109010576486,"ENSG00000003436","TFPI"
"ENSG00000003509.16",1684.38710694793,-0.0729118450268209,0.0690616606155708,-1.05574995412697,0.291082468064757,0.513669042241794,"ENSG00000003509","NDUFAF7"
"ENSG00000003756.17",5815.74551779591,0.183780369316955,0.11462452470364,1.60332502832284,0.108862913556267,0.271147985550986,"ENSG00000003756","RBM5"
"ENSG00000003987.14",1431.99381864196,0.123604105098146,0.0911075617133509,1.35668327385424,0.174881869312386,0.370464180661366,"ENSG00000003987","MTMR7"
"ENSG00000003989.18",11804.8783108076,-0.365139433959519,0.050107553606397,-7.28711357229188,3.16665954301161e-13,2.10018823301197e-11,"ENSG00000003989","SLC7A2"
"ENSG00000004059.11",2802.67034129446,0.0918936458163763,0.0522013082008065,1.76037055360533,0.0783449986868164,0.215403582092807,"ENSG00000004059","ARF5"
"ENSG00000004139.14",4334.68286998683,0.188450772848763,0.0494795964942054,3.8086562179389,0.000139724060330087,0.00140654680244106,"ENSG00000004139","SARM1"
"ENSG00000004142.12",2201.29782275853,0.0252436269983015,0.0605204445670898,0.417109080722594,0.676598623188051,0.831872115654328,"ENSG00000004142","POLDIP2"
"ENSG00000004399.13",650.431734147527,0.181078773595295,0.119032346016701,1.52125686550686,0.128195390175006,0.301350434166045,"ENSG00000004399","PLXND1"
"ENSG00000004455.18",11575.6456122764,-0.0176893769647559,0.0587599544120125,-0.301044770060944,0.763380355502119,0.885329490665389,"ENSG00000004455","AK2"
"ENSG00000004478.8",11436.4854735384,-0.0906497495061528,0.0705173337044274,-1.28549598721515,0.198619018096731,0.402071436181102,"ENSG00000004478","FKBP4"
"ENSG00000004487.18",14423.3359811553,0.00903437775111002,0.0429255714357549,0.210466103279055,0.833303904814182,0.923470392802386,"ENSG00000004487","KDM1A"
