"Geneid","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_name"
"ENSG00000286669.1",4.13999265703711,-0.620186431583157,0.967432736428996,-0.641064136275148,0.521481013950381,0.999946159858965,"AC008532.1"
"ENSG00000105321.14",60.8129244883268,0.338698431939403,0.275448050721397,1.22962726021242,0.218836717029692,0.999946159858965,"CCDC9"
"ENSG00000257704.4",6.74177371508909,-0.129357729008689,0.786463530681294,-0.164480263816721,0.869353082342061,0.999946159858965,"INAFM1"
"ENSG00000134815.19",33.5242230844889,-0.458635782437337,0.356658216649785,-1.28592518278553,0.198469173986546,0.999946159858965,"DHX34"
"ENSG00000105419.18",79.462541729108,0.0761897097650957,0.256827959108651,0.296656602456836,0.766728692446428,0.999946159858965,"MEIS3"
"ENSG00000118160.14",23.379623605812,0.619778345862879,0.422492977239383,1.4669553797381,0.14238819388046,0.999946159858965,"SLC8A2"
"ENSG00000287896.1",260.285334447427,-0.0864694079410777,0.135819597828521,-0.636648976462511,0.524353515723085,0.999946159858965,"AC073548.2"
"ENSG00000118162.14",13.7013898648976,0.120947061324392,0.554122122122374,0.218267880843931,0.82722039850849,0.999946159858965,"KPTN"
"ENSG00000268061.5",479.370617822428,-0.030430731143492,0.111711127896602,-0.272405549173741,0.785310206360651,0.999946159858965,"NAPA-AS1"
"ENSG00000105402.8",133.214919293147,-0.209306704264697,0.185931048510489,-1.12572217465277,0.260283134694372,0.999946159858965,"NAPA"
"ENSG00000277383.1",3.1725408359631,0.137179715467213,1.14478595708462,0.119830012430063,0.904617806757004,0.999946159858965,"AC010331.1"
"ENSG00000063169.10",48.1181217064954,-0.0705629771817116,0.29210683772935,-0.24156564676891,0.809116743704317,0.999946159858965,"BICRA"
"ENSG00000278999.1",1.78950987552636,-0.882931240986593,1.54185133862861,-0.572643560936239,0.566886058793073,0.999946159858965,"AC008985.1"
"ENSG00000024422.12",1.66286964233314,0.56972584096302,1.56058632098613,0.365071661401602,0.715057914073329,0.999946159858965,"EHD2"
"ENSG00000105373.19",300.440394060331,0.00628478093634772,0.127517295920136,0.0492857136829804,0.960691604511251,0.999946159858965,"NOP53"
"ENSG00000269656.1",76.4740280080723,-0.0760729676552732,0.257948897713064,-0.294914877829387,0.768058906294755,0.999946159858965,"NOP53-AS1"
"ENSG00000178980.15",47.0477454885507,-0.270599389842411,0.313433027927063,-0.863340381299512,0.387950348147085,0.999946159858965,"SELENOW"
"ENSG00000213035.4",1.31930744232485,-0.0699745824578641,1.7087352150735,-0.0409510975372823,0.967334881641285,0.999946159858965,"RPL23AP80"
"ENSG00000105486.14",199.833051133871,0.00605407129845522,0.156058853951932,0.0387935137619294,0.969055016211683,0.999946159858965,"LIG1"
"ENSG00000269534.5",539.914056582345,0.0919390706260013,0.130807717011025,0.702856625945487,0.482145103967867,0.999946159858965,"AC011466.3"
"ENSG00000269321.1",0.97863272382514,2.16602773963847,2.07008293442864,1.04634829050282,0.295400257468185,0.999946159858965,"AC011466.2"
"ENSG00000185453.13",51.1684342479851,-0.256678514562525,0.29301752270367,-0.875983498168147,0.381039004796604,0.999946159858965,"ZSWIM9"
"ENSG00000105483.18",96.3597150286921,-0.270948900546074,0.223040868375961,-1.21479486032738,0.224444341617623,0.999946159858965,"CARD8"
"ENSG00000268583.2",15.9365009346385,0.920301782878173,0.540692833287499,1.70207875196457,0.0887406064659381,0.999946159858965,"AC011466.1"
"ENSG00000268001.1",45.5207548298167,-0.160638862673867,0.299178897343993,-0.536932464488516,0.591314265122377,0.999946159858965,"CARD8-AS1"
"ENSG00000178150.10",8.3761439825278,-0.11726677742585,0.695790884722529,-0.16853738673598,0.866160533946626,0.999946159858965,"ZNF114"
"ENSG00000105479.16",2.66408135063995,-0.0434291816216047,1.20181495942062,-0.0361363297079787,0.971173654317025,0.999946159858965,"CCDC114"
